,Titile,Price,redPrice,yellowPrice,bluePrice,brandName,category,swatchesTotal,sellingAttribute,link
881,Nail Stickers,$4.99 ,,,,H&M,beauty_nails_fakenailsaccessories,1,New Arrival,https://www2.hm.com/en_us/productpage.1124291001.html
882,3-pack Cotton Thong Briefs,$14.99 ,,,,H&M,ladies_lingerie_briefsknickers_multipack,3,New Arrival,https://www2.hm.com/en_us/productpage.1104759008.html
883,2-pack Non-padded Jersey Bra Tops,$24.99 ,,,,H&M,ladies_lingerie_bras_multipack,4,New Arrival,https://www2.hm.com/en_us/productpage.1093760005.html
884,8-pack Hair Clips,$6.99 ,,,,H&M,ladies_accessories_hairaccessories,1,New Arrival,https://www2.hm.com/en_us/productpage.1154447001.html
885,Small Shoulder Bag,$19.99 ,,,,H&M,ladies_divided_accessories,2,New Arrival,https://www2.hm.com/en_us/productpage.1120878008.html
886,5-pack Lace Thong Briefs,$17.99 ,,,,H&M,ladies_lingerie_briefsknickers_multipack,1,New Arrival,https://www2.hm.com/en_us/productpage.1127827001.html
887,Bath Fizzer with Rose Petals,$4.99 ,,,,H&M,beauty_bodybath,1,New Arrival,https://www2.hm.com/en_us/productpage.1111254001.html
888,Padded Underwire Lace Bra,$27.99 ,,,,H&M,ladies_lingerie_bras_padded,3,New Arrival,https://www2.hm.com/en_us/productpage.1030152007.html
889,10-pack Spiral Hair Elastics,$5.99 ,,,,H&M,ladies_accessories_hairaccessories,2,New Arrival,https://www2.hm.com/en_us/productpage.1071582007.html
890,ShapeMove™ Sports Leggings,$39.99 ,,,,H&M,GLMove_06_Tall,1,New Arrival,https://www2.hm.com/en_us/productpage.1110650001.html
891,2-pack Bike Shorts,$12.99 ,,,,H&M,Ladies_shorts_highwaisted,3,New Arrival,https://www2.hm.com/en_us/productpage.1139602005.html
892,Double-strand Necklace,$9.99 ,,,,H&M,ladies_accessories_jewellery_necklaces,4,New Arrival,https://www2.hm.com/en_us/productpage.1082325007.html
893,High Leg Swimsuit,$34.99 ,,,,H&M,ladies_swimwear_swimsuits,1,New Arrival,https://www2.hm.com/en_us/productpage.1131501001.html
894,Beaded Necklace,$6.99 ,,,,H&M,ladies_accessories_jewellery_necklaces,1,New Arrival,https://www2.hm.com/en_us/productpage.1156369001.html
895,Crinkled Jersey Dress,$24.99 ,,,,H&M,ladies_dresses_shortdresses,3,New Arrival,https://www2.hm.com/en_us/productpage.1146226003.html
896,H&M+ Collared Cable-knit Sweater,$29.99 ,,,,H&M,ladies_knitwear,2,New Arrival,https://www2.hm.com/en_us/productpage.1134894001.html
897,Satin Hairband,$6.99 ,,,,H&M,ladies_accessories_hairaccessories,2,New Arrival,https://www2.hm.com/en_us/productpage.0957503004.html
898,Padded Jersey Bra,$17.99 ,,,,H&M,ladies_lingerie_bras,2,New Arrival,https://www2.hm.com/en_us/productpage.1121084002.html
899,5-pack Rings,$5.99 ,,,,H&M,ladies_accessories_jewellery_rings,2,New Arrival,https://www2.hm.com/en_us/productpage.1113650006.html
900,6-pack Rings,$9.99 ,,,,H&M,ladies_accessories_jewellery_rings,2,New Arrival,https://www2.hm.com/en_us/productpage.1087440003.html
901,3-pack Cotton Thong Briefs,$17.99 ,,,,H&M,ladies_lingerie_briefsknickers_multipack,3,New Arrival,https://www2.hm.com/en_us/productpage.1121600002.html
902,Necklace,$5.99 ,,,,H&M,ladies_accessories_jewellery_necklaces,2,New Arrival,https://www2.hm.com/en_us/productpage.1156014001.html
903,Lip Gloss Duo,$4.99 ,,,,H&M,beauty_makeup_lips_lipgloss,2,New Arrival,https://www2.hm.com/en_us/productpage.1111250002.html
904,Stone-decorated Earrings,$8.99 ,,,,H&M,ladies_accessories_jewellery_earrings,1,New Arrival,https://www2.hm.com/en_us/productpage.1156735001.html
905,Double-ended Blush and Powder Brush,$9.99 ,,,,H&M,beauty_makeup_makeupbrusherstools_makeupbrushes,1,New Arrival,https://www2.hm.com/en_us/productpage.1092283001.html
906,3-pack Jersey Thong Briefs,$14.99 ,,,,H&M,ladies_lingerie_briefsknickers_multipack,1,New Arrival,https://www2.hm.com/en_us/productpage.1128887001.html
907,6-pack Ear Cuffs,$8.99 ,,,,H&M,ladies_accessories_jewellery_earrings,0,New Arrival,https://www2.hm.com/en_us/productpage.0933406007.html
908,3-pack Thong Briefs,$17.99 ,,,,H&M,ladies_lingerie_briefsknickers_multipack,2,New Arrival,https://www2.hm.com/en_us/productpage.1126349001.html
909,H&M+ 5-pack Briefs,$12.99 ,,,,H&M,ladies_lingerie_briefsknickers_bikinibriefs,6,New Arrival,https://www2.hm.com/en_us/productpage.1085403006.html
910,H&M+ Mom Ultra High Ankle Jeans,$34.99 ,,,,H&M,ladies_divided_jeans_loose,4,New Arrival,https://www2.hm.com/en_us/productpage.1135399004.html
911,Padded Triangle Bikini Top,$17.99 ,,,,H&M,ladies_swimwear_bikinisets_tops,3,New Arrival,https://www2.hm.com/en_us/productpage.1055055005.html
912,Printed Crop Top,$12.99 ,,,,H&M,ladies_tops_croppedtops,10,New Arrival,https://www2.hm.com/en_us/productpage.1109121010.html
913,2-pack Scrunchies,$5.99 ,,,,H&M,ladies_accessories_hairaccessories,2,New Arrival,https://www2.hm.com/en_us/productpage.1129919005.html
